# Mapping file for sectoral emisisons to Hector global total emissions,,,
N2O_Extension,5E_Other-waste-handling,N2O_emissions,CEDS
N2O_Extension,6A_Other-in-total,N2O_emissions,CEDS
N2O_Extension,6B_Other-not-in-total,N2O_emissions,CEDS
N2O_Extension,7A_Fossil-fuel-fires,N2O_emissions,CEDS
N2O_Extension,7BC_Indirect-N2O-non-agricultural-N,N2O_emissions,CEDS
NH3,1A1a_Electricity-autoproducer,NH3_emissions,CEDS
NH3,1A1a_Electricity-public,NH3_emissions,CEDS
NH3,1A1a_Heat-production,NH3_emissions,CEDS
NH3,1A1bc_Other-transformation,NH3_emissions,CEDS
NH3,1A2a_Ind-Comb-Iron-steel,NH3_emissions,CEDS
NH3,1A2b_Ind-Comb-Non-ferrous-metals,NH3_emissions,CEDS
NH3,1A2c_Ind-Comb-Chemicals,NH3_emissions,CEDS
NH3,1A2d_Ind-Comb-Pulp-paper,NH3_emissions,CEDS
NH3,1A2e_Ind-Comb-Food-tobacco,NH3_emissions,CEDS
NH3,1A2f_Ind-Comb-Non-metalic-minerals,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-Construction,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-machinery,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-mining-quarying,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-other,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-textile-leather,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-transpequip,NH3_emissions,CEDS
NH3,1A2g_Ind-Comb-wood-products,NH3_emissions,CEDS
NH3,1A3ai_International-aviation,NH3_emissions,CEDS
NH3,1A3aii_Domestic-aviation,NH3_emissions,CEDS
NH3,1A3b_Road,NH3_emissions,CEDS
NH3,1A3c_Rail,NH3_emissions,CEDS
NH3,1A3di_International-shipping,NH3_emissions,CEDS
NH3,1A3di_Oil_Tanker_Loading,NH3_emissions,CEDS
NH3,1A3dii_Domestic-navigation,NH3_emissions,CEDS
NH3,1A3eii_Other-transp,NH3_emissions,CEDS
NH3,1A4a_Commercial-institutional,NH3_emissions,CEDS
NH3,1A4b_Residential,NH3_emissions,CEDS
NH3,1A4c_Agriculture-forestry-fishing,NH3_emissions,CEDS
NH3,1A5_Other-unspecified,NH3_emissions,CEDS
NH3,1B1_Fugitive-solid-fuels,NH3_emissions,CEDS
NH3,1B2_Fugitive-petr,NH3_emissions,CEDS
NH3,1B2b_Fugitive-NG-distr,NH3_emissions,CEDS
NH3,1B2b_Fugitive-NG-prod,NH3_emissions,CEDS
NH3,1B2d_Fugitive-other-energy,NH3_emissions,CEDS
NH3,2A1_Cement-production,NH3_emissions,CEDS
NH3,2A2_Lime-production,NH3_emissions,CEDS
NH3,2Ax_Other-minerals,NH3_emissions,CEDS
NH3,2B2_Chemicals-Nitric-acid,NH3_emissions,CEDS
NH3,2B3_Chemicals-Adipic-acid,NH3_emissions,CEDS
NH3,2B_Chemical-industry,NH3_emissions,CEDS
NH3,2C1_Iron-steel-alloy-prod,NH3_emissions,CEDS
NH3,2C3_Aluminum-production,NH3_emissions,CEDS
NH3,2C4_Non-Ferrous-other-metals,NH3_emissions,CEDS
NH3,2D_Chemical-products-manufacture-processing,NH3_emissions,CEDS
NH3,2D_Degreasing-Cleaning,NH3_emissions,CEDS
NH3,2D_Other-product-use,NH3_emissions,CEDS
NH3,2D_Paint-application,NH3_emissions,CEDS
NH3,2H_Pulp-and-paper-food-beverage-wood,NH3_emissions,CEDS
NH3,2L_Other-process-emissions,NH3_emissions,CEDS
NH3,3B_Manure-management,NH3_emissions,CEDS
NH3,3D_Rice-Cultivation,NH3_emissions,CEDS
NH3,3D_Soil-emissions,NH3_emissions,CEDS
NH3,3E_Enteric-fermentation,NH3_emissions,CEDS
NH3,3I_Agriculture-other,NH3_emissions,CEDS
NH3,5A_Solid-waste-disposal,NH3_emissions,CEDS
NH3,5C_Waste-combustion,NH3_emissions,CEDS
NH3,5D_Wastewater-handling,NH3_emissions,CEDS
NH3,5E_Other-waste-handling,NH3_emissions,CEDS
NH3,6A_Other-in-total,NH3_emissions,CEDS
NH3,6B_Other-not-in-total,NH3_emissions,CEDS
NH3,7A_Fossil-fuel-fires,NH3_emissions,CEDS
NH3,7BC_Indirect-N2O-non-agricultural-N,NH3_emissions,CEDS
NMVOC,1A1a_Electricity-autoproducer,NMVOC_emissions,CEDS
NMVOC,1A1a_Electricity-public,NMVOC_emissions,CEDS
NMVOC,1A1a_Heat-production,NMVOC_emissions,CEDS
NMVOC,1A1bc_Other-transformation,NMVOC_emissions,CEDS
NMVOC,1A2a_Ind-Comb-Iron-steel,NMVOC_emissions,CEDS
NMVOC,1A2b_Ind-Comb-Non-ferrous-metals,NMVOC_emissions,CEDS
NMVOC,1A2c_Ind-Comb-Chemicals,NMVOC_emissions,CEDS
NMVOC,1A2d_Ind-Comb-Pulp-paper,NMVOC_emissions,CEDS
NMVOC,1A2e_Ind-Comb-Food-tobacco,NMVOC_emissions,CEDS
NMVOC,1A2f_Ind-Comb-Non-metalic-minerals,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-Construction,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-machinery,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-mining-quarying,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-other,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-textile-leather,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-transpequip,NMVOC_emissions,CEDS
NMVOC,1A2g_Ind-Comb-wood-products,NMVOC_emissions,CEDS
NMVOC,1A3ai_International-aviation,NMVOC_emissions,CEDS
NMVOC,1A3aii_Domestic-aviation,NMVOC_emissions,CEDS
NMVOC,1A3b_Road,NMVOC_emissions,CEDS
NMVOC,1A3c_Rail,NMVOC_emissions,CEDS
NMVOC,1A3di_International-shipping,NMVOC_emissions,CEDS
NMVOC,1A3di_Oil_Tanker_Loading,NMVOC_emissions,CEDS
NMVOC,1A3dii_Domestic-navigation,NMVOC_emissions,CEDS
NMVOC,1A3eii_Other-transp,NMVOC_emissions,CEDS
NMVOC,1A4a_Commercial-institutional,NMVOC_emissions,CEDS
NMVOC,1A4b_Residential,NMVOC_emissions,CEDS
NMVOC,1A4c_Agriculture-forestry-fishing,NMVOC_emissions,CEDS
NMVOC,1A5_Other-unspecified,NMVOC_emissions,CEDS
NMVOC,1B1_Fugitive-solid-fuels,NMVOC_emissions,CEDS
NMVOC,1B2_Fugitive-petr,NMVOC_emissions,CEDS
NMVOC,1B2b_Fugitive-NG-distr,NMVOC_emissions,CEDS
NMVOC,1B2b_Fugitive-NG-prod,NMVOC_emissions,CEDS
NMVOC,1B2d_Fugitive-other-energy,NMVOC_emissions,CEDS
NMVOC,2A1_Cement-production,NMVOC_emissions,CEDS
NMVOC,2A2_Lime-production,NMVOC_emissions,CEDS
NMVOC,2Ax_Other-minerals,NMVOC_emissions,CEDS
NMVOC,2B2_Chemicals-Nitric-acid,NMVOC_emissions,CEDS
NMVOC,2B3_Chemicals-Adipic-acid,NMVOC_emissions,CEDS
NMVOC,2B_Chemical-industry,NMVOC_emissions,CEDS
NMVOC,2C1_Iron-steel-alloy-prod,NMVOC_emissions,CEDS
NMVOC,2C3_Aluminum-production,NMVOC_emissions,CEDS
NMVOC,2C4_Non-Ferrous-other-metals,NMVOC_emissions,CEDS
NMVOC,2D_Chemical-products-manufacture-processing,NMVOC_emissions,CEDS
NMVOC,2D_Degreasing-Cleaning,NMVOC_emissions,CEDS
NMVOC,2D_Other-product-use,NMVOC_emissions,CEDS
NMVOC,2D_Paint-application,NMVOC_emissions,CEDS
NMVOC,2H_Pulp-and-paper-food-beverage-wood,NMVOC_emissions,CEDS
NMVOC,2L_Other-process-emissions,NMVOC_emissions,CEDS
NMVOC,3B_Manure-management,NMVOC_emissions,CEDS
NMVOC,3D_Rice-Cultivation,NMVOC_emissions,CEDS
NMVOC,3D_Soil-emissions,NMVOC_emissions,CEDS
NMVOC,3E_Enteric-fermentation,NMVOC_emissions,CEDS
NMVOC,3I_Agriculture-other,NMVOC_emissions,CEDS
NMVOC,5A_Solid-waste-disposal,NMVOC_emissions,CEDS
NMVOC,5C_Waste-combustion,NMVOC_emissions,CEDS
NMVOC,5D_Wastewater-handling,NMVOC_emissions,CEDS
NMVOC,5E_Other-waste-handling,NMVOC_emissions,CEDS
NMVOC,6A_Other-in-total,NMVOC_emissions,CEDS
NMVOC,6B_Other-not-in-total,NMVOC_emissions,CEDS
NMVOC,7A_Fossil-fuel-fires,NMVOC_emissions,CEDS
NMVOC,7BC_Indirect-N2O-non-agricultural-N,NMVOC_emissions,CEDS
NOx,1A1a_Electricity-autoproducer,NOX_emissions,CEDS
NOx,1A1a_Electricity-public,NOX_emissions,CEDS
NOx,1A1a_Heat-production,NOX_emissions,CEDS
NOx,1A1bc_Other-transformation,NOX_emissions,CEDS
NOx,1A2a_Ind-Comb-Iron-steel,NOX_emissions,CEDS
NOx,1A2b_Ind-Comb-Non-ferrous-metals,NOX_emissions,CEDS
NOx,1A2c_Ind-Comb-Chemicals,NOX_emissions,CEDS
NOx,1A2d_Ind-Comb-Pulp-paper,NOX_emissions,CEDS
NOx,1A2e_Ind-Comb-Food-tobacco,NOX_emissions,CEDS
NOx,1A2f_Ind-Comb-Non-metalic-minerals,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-Construction,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-machinery,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-mining-quarying,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-other,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-textile-leather,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-transpequip,NOX_emissions,CEDS
NOx,1A2g_Ind-Comb-wood-products,NOX_emissions,CEDS
NOx,1A3ai_International-aviation,NOX_emissions,CEDS
NOx,1A3aii_Domestic-aviation,NOX_emissions,CEDS
NOx,1A3b_Road,NOX_emissions,CEDS
NOx,1A3c_Rail,NOX_emissions,CEDS
NOx,1A3di_International-shipping,NOX_emissions,CEDS
NOx,1A3di_Oil_Tanker_Loading,NOX_emissions,CEDS
NOx,1A3dii_Domestic-navigation,NOX_emissions,CEDS
NOx,1A3eii_Other-transp,NOX_emissions,CEDS
NOx,1A4a_Commercial-institutional,NOX_emissions,CEDS
NOx,1A4b_Residential,NOX_emissions,CEDS
NOx,1A4c_Agriculture-forestry-fishing,NOX_emissions,CEDS
NOx,1A5_Other-unspecified,NOX_emissions,CEDS
NOx,1B1_Fugitive-solid-fuels,NOX_emissions,CEDS
NOx,1B2_Fugitive-petr,NOX_emissions,CEDS
NOx,1B2b_Fugitive-NG-distr,NOX_emissions,CEDS
NOx,1B2b_Fugitive-NG-prod,NOX_emissions,CEDS
NOx,1B2d_Fugitive-other-energy,NOX_emissions,CEDS
NOx,2A1_Cement-production,NOX_emissions,CEDS
NOx,2A2_Lime-production,NOX_emissions,CEDS
NOx,2Ax_Other-minerals,NOX_emissions,CEDS
NOx,2B2_Chemicals-Nitric-acid,NOX_emissions,CEDS
NOx,2B3_Chemicals-Adipic-acid,NOX_emissions,CEDS
NOx,2B_Chemical-industry,NOX_emissions,CEDS
NOx,2C1_Iron-steel-alloy-prod,NOX_emissions,CEDS
NOx,2C3_Aluminum-production,NOX_emissions,CEDS
NOx,2C4_Non-Ferrous-other-metals,NOX_emissions,CEDS
NOx,2D_Chemical-products-manufacture-processing,NOX_emissions,CEDS
NOx,2D_Degreasing-Cleaning,NOX_emissions,CEDS
NOx,2D_Other-product-use,NOX_emissions,CEDS
NOx,2D_Paint-application,NOX_emissions,CEDS
NOx,2H_Pulp-and-paper-food-beverage-wood,NOX_emissions,CEDS
NOx,2L_Other-process-emissions,NOX_emissions,CEDS
NOx,3B_Manure-management,NOX_emissions,CEDS
NOx,3D_Rice-Cultivation,NOX_emissions,CEDS
NOx,3D_Soil-emissions,NOX_emissions,CEDS
NOx,3E_Enteric-fermentation,NOX_emissions,CEDS
NOx,3I_Agriculture-other,NOX_emissions,CEDS
NOx,5A_Solid-waste-disposal,NOX_emissions,CEDS
NOx,5C_Waste-combustion,NOX_emissions,CEDS
NOx,5D_Wastewater-handling,NOX_emissions,CEDS
NOx,5E_Other-waste-handling,NOX_emissions,CEDS
NOx,6A_Other-in-total,NOX_emissions,CEDS
NOx,6B_Other-not-in-total,NOX_emissions,CEDS
NOx,7A_Fossil-fuel-fires,NOX_emissions,CEDS
NOx,7BC_Indirect-N2O-non-agricultural-N,NOX_emissions,CEDS
OC,1A1a_Electricity-autoproducer,OC_emissions,CEDS
OC,1A1a_Electricity-public,OC_emissions,CEDS
OC,1A1a_Heat-production,OC_emissions,CEDS
OC,1A1bc_Other-transformation,OC_emissions,CEDS
OC,1A2a_Ind-Comb-Iron-steel,OC_emissions,CEDS
OC,1A2b_Ind-Comb-Non-ferrous-metals,OC_emissions,CEDS
OC,1A2c_Ind-Comb-Chemicals,OC_emissions,CEDS
OC,1A2d_Ind-Comb-Pulp-paper,OC_emissions,CEDS
OC,1A2e_Ind-Comb-Food-tobacco,OC_emissions,CEDS
OC,1A2f_Ind-Comb-Non-metalic-minerals,OC_emissions,CEDS
OC,1A2g_Ind-Comb-Construction,OC_emissions,CEDS
OC,1A2g_Ind-Comb-machinery,OC_emissions,CEDS
OC,1A2g_Ind-Comb-mining-quarying,OC_emissions,CEDS
OC,1A2g_Ind-Comb-other,OC_emissions,CEDS
OC,1A2g_Ind-Comb-textile-leather,OC_emissions,CEDS
OC,1A2g_Ind-Comb-transpequip,OC_emissions,CEDS
OC,1A2g_Ind-Comb-wood-products,OC_emissions,CEDS
OC,1A3ai_International-aviation,OC_emissions,CEDS
OC,1A3aii_Domestic-aviation,OC_emissions,CEDS
OC,1A3b_Road,OC_emissions,CEDS
OC,1A3c_Rail,OC_emissions,CEDS
OC,1A3di_International-shipping,OC_emissions,CEDS
OC,1A3di_Oil_Tanker_Loading,OC_emissions,CEDS
OC,1A3dii_Domestic-navigation,OC_emissions,CEDS
OC,1A3eii_Other-transp,OC_emissions,CEDS
OC,1A4a_Commercial-institutional,OC_emissions,CEDS
OC,1A4b_Residential,OC_emissions,CEDS
OC,1A4c_Agriculture-forestry-fishing,OC_emissions,CEDS
OC,1A5_Other-unspecified,OC_emissions,CEDS
OC,1B1_Fugitive-solid-fuels,OC_emissions,CEDS
OC,1B2_Fugitive-petr,OC_emissions,CEDS
OC,1B2b_Fugitive-NG-distr,OC_emissions,CEDS
OC,1B2b_Fugitive-NG-prod,OC_emissions,CEDS
OC,1B2d_Fugitive-other-energy,OC_emissions,CEDS
OC,2A1_Cement-production,OC_emissions,CEDS
OC,2A2_Lime-production,OC_emissions,CEDS
OC,2Ax_Other-minerals,OC_emissions,CEDS
OC,2B2_Chemicals-Nitric-acid,OC_emissions,CEDS
OC,2B3_Chemicals-Adipic-acid,OC_emissions,CEDS
OC,2B_Chemical-industry,OC_emissions,CEDS
OC,2C1_Iron-steel-alloy-prod,OC_emissions,CEDS
OC,2C3_Aluminum-production,OC_emissions,CEDS
OC,2C4_Non-Ferrous-other-metals,OC_emissions,CEDS
OC,2D_Chemical-products-manufacture-processing,OC_emissions,CEDS
OC,2D_Degreasing-Cleaning,OC_emissions,CEDS
OC,2D_Other-product-use,OC_emissions,CEDS
OC,2D_Paint-application,OC_emissions,CEDS
OC,2H_Pulp-and-paper-food-beverage-wood,OC_emissions,CEDS
OC,2L_Other-process-emissions,OC_emissions,CEDS
OC,3B_Manure-management,OC_emissions,CEDS
OC,3D_Rice-Cultivation,OC_emissions,CEDS
OC,3D_Soil-emissions,OC_emissions,CEDS
OC,3E_Enteric-fermentation,OC_emissions,CEDS
OC,3I_Agriculture-other,OC_emissions,CEDS
OC,5A_Solid-waste-disposal,OC_emissions,CEDS
OC,5C_Waste-combustion,OC_emissions,CEDS
OC,5D_Wastewater-handling,OC_emissions,CEDS
OC,5E_Other-waste-handling,OC_emissions,CEDS
OC,6A_Other-in-total,OC_emissions,CEDS
OC,6B_Other-not-in-total,OC_emissions,CEDS
OC,7A_Fossil-fuel-fires,OC_emissions,CEDS
OC,7BC_Indirect-N2O-non-agricultural-N,OC_emissions,CEDS
SO2,1A1a_Electricity-autoproducer,SO2_emissions,CEDS
SO2,1A1a_Electricity-public,SO2_emissions,CEDS
SO2,1A1a_Heat-production,SO2_emissions,CEDS
SO2,1A1bc_Other-transformation,SO2_emissions,CEDS
SO2,1A2a_Ind-Comb-Iron-steel,SO2_emissions,CEDS
SO2,1A2b_Ind-Comb-Non-ferrous-metals,SO2_emissions,CEDS
SO2,1A2c_Ind-Comb-Chemicals,SO2_emissions,CEDS
SO2,1A2d_Ind-Comb-Pulp-paper,SO2_emissions,CEDS
SO2,1A2e_Ind-Comb-Food-tobacco,SO2_emissions,CEDS
SO2,1A2f_Ind-Comb-Non-metalic-minerals,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-Construction,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-machinery,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-mining-quarying,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-other,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-textile-leather,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-transpequip,SO2_emissions,CEDS
SO2,1A2g_Ind-Comb-wood-products,SO2_emissions,CEDS
SO2,1A3ai_International-aviation,SO2_emissions,CEDS
SO2,1A3aii_Domestic-aviation,SO2_emissions,CEDS
SO2,1A3b_Road,SO2_emissions,CEDS
SO2,1A3c_Rail,SO2_emissions,CEDS
SO2,1A3di_International-shipping,SO2_emissions,CEDS
SO2,1A3di_Oil_Tanker_Loading,SO2_emissions,CEDS
SO2,1A3dii_Domestic-navigation,SO2_emissions,CEDS
SO2,1A3eii_Other-transp,SO2_emissions,CEDS
SO2,1A4a_Commercial-institutional,SO2_emissions,CEDS
SO2,1A4b_Residential,SO2_emissions,CEDS
SO2,1A4c_Agriculture-forestry-fishing,SO2_emissions,CEDS
SO2,1A5_Other-unspecified,SO2_emissions,CEDS
SO2,1B1_Fugitive-solid-fuels,SO2_emissions,CEDS
SO2,1B2_Fugitive-petr,SO2_emissions,CEDS
SO2,1B2b_Fugitive-NG-distr,SO2_emissions,CEDS
SO2,1B2b_Fugitive-NG-prod,SO2_emissions,CEDS
SO2,1B2d_Fugitive-other-energy,SO2_emissions,CEDS
SO2,2A1_Cement-production,SO2_emissions,CEDS
SO2,2A2_Lime-production,SO2_emissions,CEDS
SO2,2Ax_Other-minerals,SO2_emissions,CEDS
SO2,2B2_Chemicals-Nitric-acid,SO2_emissions,CEDS
SO2,2B3_Chemicals-Adipic-acid,SO2_emissions,CEDS
SO2,2B_Chemical-industry,SO2_emissions,CEDS
SO2,2C1_Iron-steel-alloy-prod,SO2_emissions,CEDS
SO2,2C3_Aluminum-production,SO2_emissions,CEDS
SO2,2C4_Non-Ferrous-other-metals,SO2_emissions,CEDS
SO2,2D_Chemical-products-manufacture-processing,SO2_emissions,CEDS
SO2,2D_Degreasing-Cleaning,SO2_emissions,CEDS
SO2,2D_Other-product-use,SO2_emissions,CEDS
SO2,2D_Paint-application,SO2_emissions,CEDS
SO2,2H_Pulp-and-paper-food-beverage-wood,SO2_emissions,CEDS
SO2,2L_Other-process-emissions,SO2_emissions,CEDS
SO2,3B_Manure-management,SO2_emissions,CEDS
SO2,3D_Rice-Cultivation,SO2_emissions,CEDS
SO2,3D_Soil-emissions,SO2_emissions,CEDS
SO2,3E_Enteric-fermentation,SO2_emissions,CEDS
SO2,3I_Agriculture-other,SO2_emissions,CEDS
SO2,5A_Solid-waste-disposal,SO2_emissions,CEDS
SO2,5C_Waste-combustion,SO2_emissions,CEDS
SO2,5D_Wastewater-handling,SO2_emissions,CEDS
SO2,5E_Other-waste-handling,SO2_emissions,CEDS
SO2,6A_Other-in-total,SO2_emissions,CEDS
SO2,6B_Other-not-in-total,SO2_emissions,CEDS
SO2,7A_Fossil-fuel-fires,SO2_emissions,CEDS
SO2,7BC_Indirect-N2O-non-agricultural-N,SO2_emissions,CEDS
BC,Emissions BC Biomass Burning,BC_emissions,BB4CMIP
CH4,Emissions CH4 Biomass Burning,CH4_emissions,BB4CMIP
CO,Emissions CO Biomass Burning,CO_emissions,BB4CMIP
N2O,Emissions N2O Biomass Burning,N2O_emissions,BB4CMIP
NH3,Emissions NH3 Biomass Burning,NH3_emissions,BB4CMIP
VOC,Emissions VOC Biomass Burning,NMVOC_emissions,BB4CMIP
OC,Emissions OC Biomass Burning,OC_emissions,BB4CMIP
Sulfur,Emissions Sulfur Biomass Burning,SO2_emissions,BB4CMIP